crop,seed_type,soil,state,district,town_city,season,total_duration_estimate,sw_stage_dur,sw_tmin,sw_tmax,sw_rh,sw_rain,sw_wind,sw_solar_rad,sd_e_stage_dur,sd_e_tmin,sd_e_tmax,sd_e_rh,sd_e_rain,sd_e_wind,sd_e_solar_rad,tilrr_stage_dur,tilrr_tmin,tilrr_tmax,tilrr_rh,tilrr_rain,tilrr_wind,tilrr_solar_rad,stel_stage_dur,stel_tmin,stel_tmax,stel_rh,stel_rain,stel_wind,stel_solar_rad,btng_stage_dur,btng_tmin,btng_tmax,btng_rh,btng_rain,btng_wind,btng_solar_rad,hdng_stage_dur,hdng_tmin,hdng_tmax,hdng_rh,hdng_rain,hdng_wind,hdng_solar_rad,flwr_stage_dur,flwr_tmin,flwr_tmax,flwr_rh,flwr_rain,flwr_wind,flwr_solar_rad,grnm_stage_dur,grnm_tmin,grnm_tmax,grnm_rh,grnm_rain,grnm_wind,grnm_solar_rad,grnd_stage_dur,grnd_tmin,grnd_tmax,grnd_rh,grnd_rain,grnd_wind,grnd_solar_rad,rpng_stage_dur,rpng_tmin,rpng_tmax,rpng_rh,rpng_rain,rpng_wind,rpng_solar_rad,hrvst_stage_dur,hrvst_tmin,hrvst_tmax,hrvst_rh,hrvst_rain,hrvst_wind,hrvst_solar_rad
Soybean,NRC 127,Clay loam,Madhya Pradesh,Jabalpur,Jabalpur,Kharif,102,2,22.0,31.1,68,5.9,7.0,693,8,21.8,30.2,71,7.8,3.6,500,15,23.1,29.1,60,4.2,4.0,700,12,25.2,33.0,67,4.2,7.3,614,9,25.9,33.5,69,6.5,7.6,653,3,27.1,29.4,60,8.0,7.4,640,10,26.5,32.3,68,5.6,3.4,665,8,22.7,30.4,59,3.5,3.0,535,15,23.8,26.8,60,3.3,7.2,671,11,23.3,31.4,61,5.7,6.8,645,9,19.0,29.0,72,5.5,6.7,596
Chickpea,JG 63,Red loam,Madhya Pradesh,Morena,Berasia,Rabi,106,5,12.3,22.9,59,0.5,2.5,415,7,11.8,25.8,51,0.5,3.4,628,16,10.2,26.3,59,1.0,3.9,596,19,14.0,25.3,48,2.2,5.2,643,9,17.2,22.0,48,2.5,6.3,401,7,12.1,22.9,51,0.8,3.0,592,8,15.7,24.7,56,0.7,4.7,613,12,10.5,22.6,60,2.2,7.9,607,11,13.0,26.5,53,1.8,6.4,480,8,14.5,21.2,42,1.2,7.2,423,4,16.5,22.6,43,0.3,4.0,601
Wheat,HI 8759 (Pusa Tejas),Alluvial loam,Madhya Pradesh,Damoh,Guna,Rabi,110,10,17.4,21.5,53,1.5,4.0,480,6,11.4,22.4,52,1.8,3.0,439,24,15.0,22.8,61,1.6,7.1,416,15,10.4,18.8,51,1.1,7.7,495,7,11.3,21.6,61,2.5,2.9,526,8,15.6,21.7,63,0.5,2.3,621,4,22.0,25.2,48,0.0,2.3,647,12,21.4,29.9,64,0.6,3.5,512,12,17.4,25.4,59,0.5,4.4,481,10,17.6,25.2,60,2.3,2.1,633,2,12.0,25.1,57,1.7,5.3,606
Chickpea,JG 11,Alluvial loam,Madhya Pradesh,Burhanpur,Ujjain,Rabi,108,7,15.0,27.2,45,0.7,4.4,460,5,15.6,23.7,45,0.0,3.9,501,14,13.6,23.3,41,1.9,5.1,604,13,14.1,26.3,46,0.1,7.5,595,11,15.5,25.8,41,2.3,6.5,405,3,15.3,24.3,47,1.0,4.3,406,7,12.1,23.8,42,1.9,2.1,470,13,13.4,23.7,50,1.7,3.6,577,12,13.0,26.6,43,0.3,4.9,525,14,11.9,21.0,47,1.1,7.9,494,9,10.4,25.9,54,2.2,2.6,612
Soybean,JS 95-60,Deep Black (Vertisol),Madhya Pradesh,Khandwa,Punasa,Kharif,107,6,21.3,28.9,72,4.6,3.0,614,11,20.8,33.3,70,5.7,2.0,496,18,22.0,28.3,65,3.2,3.8,471,13,23.0,31.0,67,4.2,6.7,639,7,27.1,31.5,58,5.5,5.3,453,3,27.5,32.4,64,2.2,4.0,538,6,25.9,31.0,55,3.6,3.5,693,12,23.6,27.8,57,4.2,5.5,653,10,23.9,26.8,64,3.0,2.8,529,9,22.6,30.7,59,2.9,4.8,634,12,21.4,30.9,73,3.1,5.2,634
Soybean,NRC 37,Clay loam,Madhya Pradesh,Umaria,Dabra,Kharif,102,2,21.2,28.1,67,6.5,6.5,541,9,22.5,33.6,55,2.7,2.7,686,15,25.5,31.8,73,4.5,2.3,578,14,23.3,30.8,66,2.6,5.9,601,7,24.0,28.6,68,3.8,6.0,544,6,25.1,29.4,75,4.1,5.1,477,10,26.9,30.4,73,7.8,7.8,660,12,23.4,27.5,57,3.6,4.8,458,10,23.0,31.4,62,2.1,5.7,505,10,23.9,30.4,59,2.8,2.2,641,7,21.8,27.4,70,4.7,5.1,519
Maize,PEHM-5,Deep Black (Vertisol),Madhya Pradesh,Ashoknagar,Agar Malwa,Kharif,110,5,22.5,29.2,51,5.3,3.3,622,9,21.3,30.7,68,4.7,6.8,581,14,23.0,27.2,54,5.7,5.1,600,21,21.4,31.1,67,2.6,4.9,502,8,20.9,26.4,66,4.7,8.6,608,5,19.4,34.4,62,5.2,3.6,507,10,21.6,34.2,57,3.3,5.9,614,16,19.2,28.1,68,2.3,4.2,504,9,20.7,31.2,69,2.8,7.9,573,8,20.2,29.4,58,2.9,7.8,660,5,21.0,33.8,69,5.5,8.5,617
Soybean,RVS 2001-4,Deep Black (Vertisol),Madhya Pradesh,Ujjain,Tarana,Kharif,110,5,20.1,33.7,64,6.9,4.2,487,13,21.4,30.9,58,7.8,2.1,548,16,24.7,28.3,58,4.0,5.0,477,14,24.9,31.9,63,7.8,3.1,528,5,27.6,32.9,71,5.2,3.2,514,7,26.8,29.8,69,3.2,4.8,589,7,26.7,30.2,60,2.6,7.4,565,13,25.5,29.0,72,2.4,2.8,580,10,24.9,31.0,64,3.0,6.2,640,12,21.6,30.4,64,3.1,5.8,688,8,23.7,26.3,70,2.9,3.9,683
Soybean,RVS 2001-4,Red loam,Madhya Pradesh,Jhabua,Katni,Kharif,106,6,21.8,30.3,60,3.9,4.9,476,11,21.8,33.4,61,3.6,4.5,487,15,25.2,33.1,73,3.8,6.0,546,14,23.8,31.6,67,5.0,7.6,499,6,25.0,28.8,63,2.7,2.1,699,6,26.7,29.3,73,6.1,5.9,552,9,24.9,30.9,64,7.5,3.8,533,10,23.0,29.4,70,5.6,4.7,499,13,22.5,28.7,55,5.6,6.8,556,14,23.4,30.1,60,7.8,5.3,673,2,23.6,27.7,57,4.8,6.0,468
Soybean,RVS 2001-4,Red loam,Madhya Pradesh,Tikamgarh,Dabra,Kharif,105,5,22.1,31.2,61,5.2,2.2,598,12,22.1,32.4,67,5.1,7.7,481,16,24.2,32.5,60,4.6,7.6,507,10,23.8,28.6,75,7.6,4.9,489,7,25.0,31.7,66,3.8,5.1,524,5,26.6,33.5,73,6.6,6.8,599,8,26.0,28.1,70,4.8,4.2,548,8,25.0,29.4,71,4.2,6.3,666,13,23.2,31.0,73,2.4,3.5,666,12,21.2,26.4,75,4.0,3.8,629,9,23.6,27.0,58,3.9,6.7,698
Chickpea,JG 130,Sandy loam,Madhya Pradesh,Seoni,Indore,Rabi,107,8,12.1,27.8,44,1.3,2.7,450,9,16.0,23.6,51,0.9,4.9,497,12,12.3,24.5,50,2.1,5.7,567,13,11.8,28.0,57,0.9,2.9,600,8,15.9,26.9,42,0.1,4.3,585,8,10.9,21.4,52,0.2,2.0,493,9,16.0,20.1,56,0.4,4.6,417,17,14.7,26.7,47,0.7,2.9,435,8,15.7,20.7,48,1.4,6.7,401,9,15.7,27.7,48,1.7,7.8,613,6,14.3,27.4,54,0.5,5.8,456
Wheat,HI 8759 (Pusa Tejas),Red loam,Madhya Pradesh,Barwani,Tarana,Rabi,124,6,12.8,23.7,46,1.2,2.5,476,11,14.0,23.1,61,1.5,3.3,475,27,12.9,19.3,64,2.1,6.3,632,19,11.2,21.2,61,1.2,2.4,424,8,9.9,16.1,54,0.3,2.6,468,4,14.2,19.0,59,2.8,2.8,429,7,20.7,25.4,62,2.6,5.0,571,11,18.4,28.2,48,1.2,3.4,538,11,18.2,25.0,53,1.0,3.3,403,12,17.8,24.8,59,3.0,3.1,479,8,13.6,20.5,51,0.8,5.5,426
Soybean,NRC 37,Medium Black (Vertisol),Madhya Pradesh,Shivpuri,Datia,Kharif,114,8,23.1,33.8,68,4.4,5.1,629,11,21.5,29.1,65,2.3,3.9,681,17,24.7,33.8,72,4.1,5.2,592,15,22.8,31.7,71,5.3,5.1,556,11,27.6,30.2,58,7.4,4.5,615,4,27.9,29.9,64,4.4,2.3,592,5,26.9,29.4,64,2.8,6.7,618,12,25.3,27.6,63,5.2,4.5,511,11,23.9,26.9,67,2.8,6.0,552,12,21.7,29.5,57,7.8,4.8,642,8,21.3,30.9,61,2.5,2.1,516
Mustard,Pusa Bold,Alluvial loam,Madhya Pradesh,Rajgarh,Guna,Rabi,111,9,11.8,20.3,58,0.2,3.2,420,9,14.5,22.5,50,0.8,5.5,445,12,15.9,24.5,56,1.1,3.5,583,16,15.1,21.4,57,2.1,7.6,477,10,13.4,24.1,53,2.3,6.5,640,6,13.5,21.1,40,0.4,3.4,533,11,13.8,19.3,60,1.0,3.6,618,9,13.8,20.6,57,0.1,7.5,548,13,12.6,23.9,54,1.7,7.5,429,9,11.4,18.3,42,1.6,5.0,646,7,10.3,21.0,41,2.8,3.3,549
Soybean,JS 95-60,Alluvial loam,Madhya Pradesh,Ratlam,Harda,Kharif,109,6,22.1,31.1,60,7.7,5.4,552,10,21.6,31.2,57,2.8,4.3,605,17,25.9,30.9,60,4.5,5.6,583,12,26.0,32.4,73,3.0,3.6,691,7,27.0,32.2,66,7.2,4.7,568,5,24.6,32.3,69,7.2,5.8,466,10,26.0,31.9,73,3.0,5.8,492,14,24.3,30.1,61,4.2,3.9,554,10,24.8,27.2,69,7.8,2.5,453,10,21.1,30.7,74,7.8,3.9,549,8,23.8,27.0,61,3.6,7.6,475
Wheat,GW 322,Shallow Black (Vertisol),Madhya Pradesh,Rajgarh,Bhopal,Rabi,127,9,17.9,21.2,57,1.9,6.0,493,8,15.3,23.4,45,2.1,6.2,442,26,10.9,21.4,52,0.3,5.5,448,19,13.1,19.7,63,1.4,7.4,448,13,10.8,20.2,48,2.6,3.5,631,4,14.5,19.3,64,0.1,7.7,444,5,22.0,24.8,48,0.4,4.2,630,16,19.3,27.6,50,1.0,6.3,648,14,18.7,27.5,63,0.6,7.0,644,7,17.0,21.9,46,0.1,3.5,456,6,15.2,25.7,63,0.4,7.7,626
Soybean,JS 93-05,Alluvial loam,Madhya Pradesh,Datia,Maihar,Kharif,105,6,22.6,33.6,55,4.8,3.7,492,11,20.8,32.4,69,7.4,7.7,526,20,22.7,32.8,64,7.9,6.0,659,13,23.7,34.0,70,5.9,3.0,565,4,24.0,33.0,58,6.6,7.0,506,4,27.2,33.9,73,7.1,2.2,583,6,26.9,30.9,56,5.5,6.1,592,10,25.2,31.3,72,7.2,2.9,510,14,24.5,29.1,75,2.4,3.9,497,13,21.6,27.0,74,7.4,6.3,633,4,19.0,27.9,60,4.1,5.0,517
Soybean,JS 20-29,Clay loam,Madhya Pradesh,Betul,Multai,Kharif,101,1,20.0,28.9,56,4.8,5.9,640,11,23.1,31.5,61,7.9,3.9,668,15,22.7,32.0,62,4.3,6.2,576,14,22.1,30.8,64,7.1,3.2,563,6,28.0,30.9,68,8.0,4.4,615,4,25.6,31.4,57,5.9,5.9,545,9,24.3,32.5,66,6.6,3.9,628,9,23.5,28.0,74,2.3,7.0,513,13,22.4,28.3,57,6.4,6.8,603,13,20.6,30.7,65,2.4,3.6,652,6,22.5,29.8,57,6.4,7.0,697
Wheat,MP 1203,Medium Black (Vertisol),Madhya Pradesh,Sidhi,Ashta,Rabi,110,10,13.0,23.8,51,2.4,4.5,467,9,11.8,22.5,58,3.0,2.3,532,19,15.7,18.7,47,1.2,5.9,596,18,13.8,19.1,51,0.8,4.0,505,5,10.6,18.5,53,2.6,3.2,519,3,13.9,20.1,58,1.0,5.5,620,5,20.4,24.8,47,2.3,7.0,519,12,18.3,30.0,56,0.6,4.4,610,15,18.7,23.6,51,2.8,3.6,637,11,16.7,24.8,54,2.1,7.0,424,3,12.5,28.6,58,2.4,6.6,587
Wheat,GW 322,Silty clay loam,Madhya Pradesh,Barwani,Alirajpur,Rabi,130,7,15.3,21.8,62,2.4,5.7,416,11,15.0,21.5,60,0.3,7.0,412,31,13.8,18.5,56,0.4,6.7,585,20,13.7,21.2,50,0.6,4.2,599,6,9.6,19.8,60,1.6,5.0,619,2,14.7,21.2,56,1.7,5.0,580,9,20.0,23.6,49,0.8,3.8,602,14,20.4,29.8,61,0.8,6.6,640,15,19.6,23.1,61,0.4,7.1,641,12,13.2,20.2,55,2.3,2.9,536,3,16.1,21.1,46,0.7,3.2,625
Mustard,Pusa Mahak (JD-6),Shallow Black (Vertisol),Madhya Pradesh,Singrauli,Harda,Rabi,111,7,13.2,25.3,57,2.1,4.7,518,7,11.7,19.8,57,1.5,5.0,518,15,15.8,24.4,57,1.1,3.5,514,16,15.9,24.3,45,0.8,4.3,526,9,11.6,21.4,42,1.6,2.6,513,8,14.2,21.4,48,0.5,2.6,570,9,12.3,24.7,45,0.8,4.4,519,15,14.4,19.5,53,0.7,6.8,512,12,14.8,21.4,55,0.2,2.2,519,9,13.0,21.2,54,1.5,7.7,417,4,11.6,18.2,56,2.3,5.8,572
Soybean,NRC 37,Clay loam,Madhya Pradesh,Anuppur,Agar Malwa,Kharif,101,4,22.1,29.0,70,6.5,2.7,524,9,22.6,31.0,55,5.3,4.4,651,12,23.8,29.4,63,4.1,7.2,503,10,22.3,31.7,64,2.4,6.9,541,8,24.8,32.6,58,6.0,3.1,504,4,24.8,29.7,56,3.4,2.8,482,5,27.4,32.8,63,5.6,7.1,680,16,23.5,28.2,69,5.7,2.8,550,11,24.9,31.5,74,7.0,4.6,529,11,23.3,29.7,67,7.3,7.7,514,11,23.6,31.3,66,5.9,2.6,454
Rice,Sharbati,Medium Black (Vertisol),Madhya Pradesh,Singrauli,Sagar,Kharif,128,5,23.5,31.1,78,9.7,11.3,454,10,25.0,34.6,78,4.5,4.1,468,16,23.6,32.6,73,5.8,11.5,456,21,23.7,34.9,84,7.9,7.9,670,11,25.4,30.3,80,4.1,2.7,504,10,27.3,31.6,74,5.0,9.1,539,8,25.1,33.1,68,8.5,11.1,574,17,25.0,30.3,82,5.1,5.9,671,14,22.3,31.7,77,4.7,2.7,481,8,24.0,28.5,60,5.5,2.8,564,8,22.9,30.2,77,9.8,9.4,543
Rice,MTU-1010,Medium Black (Vertisol),Madhya Pradesh,Tikamgarh,Jhabua,Kharif,129,7,22.2,31.3,69,9.1,7.3,598,10,24.0,32.2,84,7.0,3.2,651,20,24.5,34.7,62,7.5,5.4,575,18,25.6,30.6,70,10.0,4.6,682,10,25.9,33.6,72,9.1,4.2,609,9,24.4,31.6,83,7.1,6.4,620,10,26.7,33.1,81,8.8,10.0,558,15,27.1,30.5,78,8.3,5.5,591,14,25.4,29.2,63,9.7,4.3,515,9,23.6,32.8,76,7.7,9.2,597,7,19.1,26.6,78,7.5,11.0,559
Wheat,HD 2967,Sandy loam,Madhya Pradesh,Shajapur,Neemuch,Rabi,123,9,12.5,25.2,49,2.2,6.6,422,9,12.3,20.8,61,0.9,5.6,479,23,13.9,20.0,51,0.5,4.8,483,22,14.7,20.5,54,0.1,3.3,621,10,8.9,21.9,50,1.3,3.1,499,8,15.6,20.3,52,0.2,7.8,505,5,19.8,27.9,52,2.4,6.7,559,12,19.0,28.4,45,0.3,7.5,537,10,17.8,26.5,47,1.0,3.4,441,10,13.5,26.0,48,0.2,5.9,631,5,16.0,20.0,49,1.4,7.0,532
Mustard,RH 406,Medium Black (Vertisol),Madhya Pradesh,Vidisha,Ashta,Rabi,106,5,11.7,22.7,49,0.7,7.4,556,5,12.3,24.8,53,0.3,3.6,434,18,10.9,23.6,50,1.9,5.3,598,16,11.4,20.1,50,1.1,2.5,606,9,15.6,25.7,55,1.2,4.9,425,9,11.9,23.5,46,1.6,6.7,625,12,12.0,24.5,47,3.0,4.6,540,10,13.1,25.9,55,1.6,4.6,500,9,12.5,18.4,55,1.8,7.2,561,9,12.5,23.6,50,0.7,2.4,518,4,13.1,25.7,56,0.8,3.6,520
Chickpea,JG 11,Clay loam,Madhya Pradesh,Jabalpur,Patan,Rabi,105,4,17.4,25.6,59,1.2,4.0,445,8,16.7,25.2,41,1.3,7.6,430,15,11.7,26.0,40,0.8,7.7,486,16,10.8,20.3,53,1.0,5.4,480,9,14.9,22.5,52,0.6,6.5,450,6,11.6,20.3,56,0.8,3.3,618,9,12.8,26.7,48,0.9,3.3,440,10,13.8,22.8,59,1.1,4.9,442,12,17.9,27.0,44,1.3,2.7,458,10,13.8,26.2,53,2.5,3.1,580,6,10.7,22.2,41,1.0,2.1,539
Soybean,RVS 2001-4,Medium Black (Vertisol),Madhya Pradesh,Dindori,Sagar,Kharif,115,8,22.0,31.8,75,5.0,4.9,462,12,22.0,30.5,68,2.7,7.5,648,14,25.8,31.5,73,3.8,3.9,454,11,22.1,29.7,73,6.1,4.8,492,6,25.0,29.5,60,6.3,7.5,507,4,25.4,33.4,59,3.4,7.9,600,8,26.9,30.3,72,5.6,3.2,555,10,24.0,29.5,60,3.5,5.5,669,15,24.1,26.2,55,5.8,5.9,600,16,21.8,26.2,63,4.2,7.4,685,11,23.4,29.6,69,4.7,3.3,527
Chickpea,JAKI 9218,Shallow Black (Vertisol),Madhya Pradesh,Vidisha,Punasa,Rabi,110,9,12.0,23.0,50,2.3,6.8,622,7,16.5,26.9,51,1.4,2.8,524,13,11.9,22.0,53,0.1,5.1,612,17,13.8,27.5,40,0.4,6.1,419,5,13.0,24.8,47,1.5,3.8,401,6,12.3,24.7,42,0.7,6.4,410,10,13.6,21.6,59,2.2,4.5,426,18,12.2,24.9,48,0.9,6.7,587,12,11.8,22.2,48,0.2,5.9,561,9,12.5,26.3,55,0.5,6.1,448,4,15.7,27.8,53,1.9,3.5,611
Chickpea,JG 36,Alluvial loam,Madhya Pradesh,Ujjain,Tarana,Rabi,117,7,15.0,23.4,53,1.3,7.3,637,9,15.3,26.6,44,2.3,5.8,540,13,10.7,20.2,42,1.6,6.3,565,12,15.4,21.2,49,2.0,5.6,469,10,14.2,26.1,53,2.3,5.5,645,3,12.2,26.3,52,0.2,5.7,646,13,11.1,22.6,54,1.5,2.9,577,18,10.2,27.2,51,2.3,7.4,425,14,15.2,20.7,59,0.4,7.7,473,12,10.6,23.7,50,1.5,3.3,428,6,10.8,24.4,43,1.9,2.6,510
Soybean,NRC 127,Red loam,Madhya Pradesh,Seoni,Rajgarh,Kharif,113,3,20.9,33.4,67,4.1,2.3,671,10,23.1,30.7,72,4.9,5.4,694,18,23.3,32.1,66,4.7,7.3,587,14,22.5,28.5,59,4.6,7.0,605,8,27.7,33.2,75,3.3,3.3,556,3,25.7,30.3,64,4.4,7.4,667,9,27.8,30.5,71,4.9,3.6,549,15,22.3,26.7,58,7.8,4.1,619,9,23.9,29.2,66,7.6,6.8,481,17,20.8,31.6,57,2.1,5.9,528,7,18.9,31.4,67,2.8,5.1,626
Rice,IR-64,Sandy loam,Madhya Pradesh,Sagar,Damoh,Kharif,126,6,22.5,34.7,69,6.3,3.7,596,12,24.2,31.2,73,6.0,7.2,614,16,22.8,35.0,79,8.5,7.3,541,19,23.5,31.8,70,4.9,2.7,456,10,23.1,32.0,77,7.0,10.3,497,5,27.1,32.6,71,9.7,2.3,675,8,27.6,32.9,63,9.7,8.8,615,13,25.6,30.2,66,9.5,10.8,507,17,25.7,30.9,70,6.1,8.3,660,11,21.5,31.3,65,6.0,6.6,475,9,21.5,28.1,71,9.2,5.0,666
Wheat,HD 2967,Silty clay loam,Madhya Pradesh,Umaria,Maihar,Rabi,123,4,12.3,21.6,58,2.1,2.3,495,8,14.6,20.4,49,2.0,7.4,566,27,11.6,20.9,49,1.6,4.2,601,22,10.5,20.2,60,2.1,4.5,593,8,10.0,21.8,63,1.0,7.9,640,9,13.4,20.5,58,2.7,7.9,560,4,19.6,22.9,53,0.9,6.5,503,11,19.1,27.7,52,1.3,7.4,408,16,19.1,23.9,47,3.0,6.7,622,10,14.3,22.5,62,2.9,2.2,426,4,14.6,21.6,52,0.1,6.8,627
Lentil,PL 6,Sandy loam,Madhya Pradesh,Dewas,Dewas,Rabi,100,7,13.7,21.8,51,1.2,2.6,633,5,11.9,24.9,45,1.3,6.2,450,15,12.4,23.0,42,2.2,4.6,506,12,8.8,25.9,56,2.0,7.1,593,7,8.9,22.0,40,1.4,6.1,602,4,12.7,24.2,40,1.4,4.3,487,10,10.7,24.5,45,0.7,6.7,641,10,15.1,24.7,53,0.6,7.9,591,8,15.9,25.4,54,0.6,6.8,478,14,9.8,25.9,46,1.1,6.8,417,8,10.5,23.4,60,2.4,5.1,637
Soybean,JS 93-05,Red loam,Madhya Pradesh,Dewas,Kannod,Kharif,112,2,21.1,30.6,62,3.0,7.8,572,12,20.5,30.1,62,2.2,3.8,537,15,23.1,28.3,74,6.3,7.8,478,11,24.8,30.4,57,6.4,3.2,613,8,25.0,33.2,56,3.0,5.4,688,7,24.9,32.0,69,4.0,7.7,574,9,27.3,32.0,56,2.9,3.7,602,11,25.7,28.0,57,7.2,5.0,503,15,22.3,26.4,75,7.5,2.6,561,12,23.9,26.8,73,2.1,3.7,479,10,19.9,30.1,66,6.8,4.6,550
Rice,Swarna,Sandy loam,Madhya Pradesh,Neemuch,Maihar,Kharif,113,10,25.3,34.5,71,9.3,5.6,666,9,25.8,31.4,68,6.5,5.3,523,21,25.6,33.2,76,8.9,11.7,593,18,22.9,30.1,63,7.4,2.9,517,8,23.3,31.7,77,5.2,10.2,611,5,26.7,32.4,84,5.2,10.6,660,7,25.1,30.0,82,8.6,11.9,564,13,24.2,33.4,76,9.9,6.5,492,11,25.9,29.8,63,6.6,3.9,453,9,24.5,28.6,76,6.7,2.6,556,2,21.5,33.4,77,4.7,10.0,574
Mustard,NRCHB 101,Red loam,Madhya Pradesh,Sehore,Sehore,Rabi,112,4,10.2,21.2,43,0.4,2.3,492,12,10.2,23.5,55,0.3,3.7,479,12,12.1,18.5,57,2.0,3.9,465,21,12.8,21.6,48,0.2,5.8,520,11,11.7,19.9,41,2.6,5.6,409,5,15.9,21.6,59,0.9,6.5,588,7,14.0,22.6,52,1.0,2.6,438,13,13.3,18.1,60,2.4,4.3,403,13,16.0,21.8,48,0.3,3.3,460,13,10.3,22.8,46,0.7,2.4,479,1,10.9,18.8,58,2.2,4.8,480
Wheat,MP 1203,Red loam,Madhya Pradesh,Mandsaur,Harda,Rabi,119,4,13.7,20.3,51,1.3,4.8,503,11,10.6,22.0,52,2.0,5.9,509,19,12.9,19.4,60,1.9,5.1,528,27,14.8,20.5,54,1.6,3.1,461,8,11.3,18.2,49,0.1,6.6,433,4,15.8,20.8,59,0.5,7.9,497,7,21.2,26.0,59,1.2,5.0,421,9,19.5,24.1,62,1.8,2.9,430,13,18.8,26.3,55,2.9,6.5,555,10,16.4,24.5,60,1.5,5.0,486,7,11.3,28.1,52,2.8,3.9,433
Soybean,NRC 127,Sandy loam,Madhya Pradesh,Balaghat,Damoh,Kharif,96,2,20.8,28.4,67,4.7,3.0,572,6,20.7,29.0,61,7.9,4.8,550,12,24.8,30.5,64,2.5,4.2,502,13,22.5,31.7,66,3.4,4.7,589,5,25.5,31.1,72,6.3,3.0,505,6,24.3,30.3,63,2.1,5.4,512,9,26.1,33.1,67,6.5,5.3,648,14,25.4,29.9,57,2.5,6.7,626,12,23.1,29.9,66,2.6,4.2,612,12,22.6,27.1,66,3.1,5.6,484,5,23.3,27.3,65,4.9,5.3,547
Wheat,HI 1544,Alluvial loam,Madhya Pradesh,Tikamgarh,Sagar,Rabi,117,5,14.7,23.4,50,1.6,5.0,461,11,11.2,22.4,64,1.3,5.5,540,25,12.6,21.1,51,1.4,2.7,634,19,11.3,18.2,58,0.5,5.9,518,3,13.6,20.5,62,1.6,2.8,539,7,12.7,18.2,47,0.8,5.3,604,7,21.4,25.8,64,1.8,6.6,604,14,19.6,29.6,47,0.7,7.6,593,12,18.8,27.3,53,1.7,4.6,649,11,17.1,20.2,48,0.9,6.8,443,3,15.1,23.8,51,0.5,5.7,496
Wheat,JW 3288,Shallow Black (Vertisol),Madhya Pradesh,Sagar,Dhar,Rabi,127,7,12.7,22.8,45,1.4,7.7,441,10,15.9,23.2,61,1.2,6.4,642,28,13.0,23.9,63,0.6,7.1,610,23,12.7,18.8,49,2.0,5.2,529,10,9.3,21.2,51,2.6,6.7,549,6,13.4,20.6,56,0.9,2.5,420,4,19.2,27.4,52,1.4,6.1,409,12,19.4,29.3,58,2.6,6.0,648,9,16.3,22.5,56,2.3,7.7,623,10,15.0,24.3,46,2.5,5.1,437,8,16.4,23.1,45,2.3,4.2,440
Chickpea,JG 63,Clay loam,Madhya Pradesh,Neemuch,Khargone,Rabi,107,7,16.6,27.0,59,2.0,3.1,503,6,11.9,23.2,41,2.0,5.9,545,14,14.2,26.9,57,0.4,6.1,633,14,12.6,24.2,51,1.0,4.6,488,11,14.8,21.7,53,2.2,4.7,421,5,14.6,27.4,53,2.0,5.6,474,10,10.1,22.9,57,1.5,7.2,455,15,17.6,22.5,56,0.1,7.4,544,12,12.1,20.1,53,0.3,5.8,559,8,13.2,27.9,43,1.3,4.7,462,5,16.2,22.1,52,2.3,6.4,573
Wheat,MP 3288,Medium Black (Vertisol),Madhya Pradesh,Sidhi,Chhindwara,Rabi,124,10,12.3,25.5,51,1.8,7.3,623,8,14.3,21.4,55,2.4,4.0,634,29,13.3,19.8,55,0.1,7.5,507,18,13.3,19.1,53,2.7,5.5,536,10,9.3,20.1,62,0.3,4.3,613,6,12.5,18.1,64,1.5,5.0,621,5,21.1,27.2,56,2.1,5.7,431,10,20.2,26.0,50,3.0,3.9,573,9,17.4,24.7,61,0.2,3.1,408,9,14.2,21.2,50,2.1,5.2,508,10,13.4,25.5,61,2.6,3.5,603
Soybean,JS 20-29,Sandy loam,Madhya Pradesh,Damoh,Khandwa,Kharif,100,5,21.9,31.7,68,7.5,5.7,536,10,23.6,31.7,70,4.4,3.5,541,11,24.5,30.2,74,4.5,2.7,677,12,23.6,29.1,58,6.1,7.5,454,5,24.6,31.1,72,7.3,6.1,562,8,27.9,30.4,68,4.7,6.5,552,8,25.5,28.8,59,2.8,4.1,670,9,24.8,30.9,72,2.4,4.4,546,11,24.9,31.6,64,5.1,5.5,599,14,22.6,31.2,55,5.1,5.6,689,7,23.2,31.3,73,3.4,6.1,464
Wheat,C-306,Red loam,Madhya Pradesh,Seoni,Sausar,Rabi,133,7,15.6,20.6,58,2.9,2.1,503,9,14.8,21.4,49,0.5,2.7,584,29,13.2,22.2,55,2.7,3.8,417,20,12.4,21.1,47,2.7,4.5,512,8,8.0,17.3,52,0.4,2.2,477,8,13.5,21.9,63,0.6,2.8,626,6,19.6,26.9,52,1.2,3.6,449,14,18.8,28.4,56,1.6,5.4,460,14,16.8,26.7,46,2.4,6.3,453,11,16.1,26.0,57,0.6,3.5,519,7,14.8,26.5,52,2.8,4.8,513
